Player,Class,Pos,School,weight,FT,IN,Height_IN,fty_dash,fty_pct_given_mass,Vertical,vrt_pct_given_mass,Bench,bch_pct_given_mass,broad_jump,bj_pct_given_mass,three_cone,three_pct_given_mass,Shuttle,shud_pct_given_mass,RAS
Brian Asamoah,2022,LB,Oklahoma,226,6,1,73,4.56,0.974644114,36.5,1.037841555,,0,124,0.994322858,,0,,0,3.006808528
Isaiah Graham-Mobley,2022,LB,Boston Col.,230,6,1,73,4.63,0.976898208,34.5,0.998335888,,0,124,1.011921493,,0,,0,2.987155589
Breece Hall,2022,RB,Iowa St.,217,5,11,71,4.39,0.945438253,40,1.06214783,,0,126,0.943545975,,0,,0,2.951132058
Nick Cross,2022,S,Maryland,212,6,1,73,4.34,0.960613309,37,0.986886793,,0,130,0.977859619,,0,,0,2.925359722
JoJo Domann,2022,LB,Nebraska,228,6,1,73,4.62,0.970499553,34.5,0.989654706,,0,119,0.9626737,,0,,0,2.92282796
Rachaad White,2022,RB,Arizona St.,214,6,1,73,4.48,0.939373333,38,1.023121291,,0,125,0.949119913,,0,,0,2.911614537
Devon Williams,2022,WR,Oregon,210,6,5,77,4.65,0.936777983,33,0.919667527,,0,133,1.045288325,,0,,0,2.901733835
Keaontay Ingram,2022,RB,USC,221,6,1,73,4.53,0.959392988,34.5,0.959270571,,0,122,0.95664191,,0,,0,2.875305469
Cameron Jurgens,2022,C,Nebraska,303,6,3,75,4.92,1.244280792,,0,25,1.617324004,,0,,0,,0,2.861604796
Zamir White,2022,RB,Georgia,214,6,1,73,4.4,0.956452849,33.5,0.90196219,,0,128,0.971898791,,0,,0,2.83031383
Brian Robinson,2022,RB,Alabama,225,6,2,74,4.53,0.990137807,30,0.860879537,,0,119,0.963020735,,0,,0,2.814038079
Ty Fryfogle,2022,WR,Indiana,204,6,1,73,4.53,0.885593527,39,1.000977987,,0,127,0.919244812,,0,,0,2.805816325
Lewis Cine,2022,S,Georgia,199,6,2,74,4.37,0.907784927,36.5,0.92637015,,0,133,0.951942849,,0,,0,2.786097926
Luke Goedeke,2022,OG,Central Michigan,312,6,5,77,,1,,0,26,1.77816394,,0,,0,,0,2.77816394
JT Woods,2022,S,Baylor,195,6,2,74,4.36,0.891578218,39.5,0.982359205,,0,128,0.897740338,,0,,0,2.771677761
Zakoby McClain,2022,LB,Auburn,228,5,11,71,4.69,0.929822307,33,0.920691275,,0,117,0.92056296,,0,,0,2.771076542
Tyler Allgeier,2022,RB,BYU,224,5,11,71,4.6,0.93138265,33,0.904538797,,0,120,0.927602802,,0,,0,2.763524249
Dontario Drummond,2022,WR,Mississippi,215,6,1,73,4.65,0.909259768,34,0.919701996,,0,122,0.930669732,,0,,0,2.759631496
D'vonte Price,2022,RB,Florida International,210,6,1,73,4.38,0.942860957,34,0.898313578,,0,119,0.886673145,,0,,0,2.72784768
Pierre Strong,2022,RB,South Dakota St.,207,5,11,71,4.37,0.90599722,36,0.911880833,,0,124,0.885777855,,0,,0,2.703655907
Isaiah Spiller,2022,RB,Texas A&M,217,6,1,73,,1,30,0.819050615,,0,114,0.877731903,,0,,0,2.696782518
Akayleb Evans,2022,CB,Missouri,197,6,2,74,4.46,0.880527036,36,0.904497433,,0,129,0.914033462,,0,,0,2.699057931
Josh Ross,2022,LB,Michigan,227,6,1,73,4.79,0.931950427,31,0.885354713,,0,109,0.877909309,,0,,0,2.695214449
Mike Woods,2022,WR,Oklahoma,204,6,1,73,4.55,0.881700808,34.5,0.885480527,,0,125,0.904768515,,0,,0,2.67194985
Smoke Monday,2022,S,Auburn,207,6,2,74,4.52,0.912942107,,0,,0,124,0.923205088,7,0.834011137,,0,2.670158332
Alontae Taylor,2022,CB,Tennessee,199,6,1,73,4.36,0.897571502,34.5,0.863777573,,0,128,0.903775044,,0,,0,2.665124119
Isiah Pacheco,2022,RB,Rutgers,216,5,10,70,4.37,0.932073074,33,0.859948856,,0,118,0.867177972,,0,,0,2.659199902
Joshua Williams,2022,CB,Fayetteville St. University,195,6,3,75,4.53,0.869715641,36,0.907413566,,0,124,0.881438465,,0,,0,2.658567672
Velus Jones,2022,WR,Tennessee,204,6,1,73,4.31,0.930797837,33,0.846981373,,0,121,0.875815923,,0,,0,2.653595133
Kayvon Thibodeaux,2022,EDGE,Oregon,254,6,4,76,4.58,1.135432808,,0,27,1.483761865,,0,,0,,0,2.619194673
Kenneth Walker,2022,RB,Michigan St.,211,5,9,69,4.38,0.89544114,34,0.853134206,,0,122,0.8633081,,0,,0,2.611883446
George Pickens,2022,WR,Georgia,195,6,3,75,4.47,0.881389677,33,0.831795769,,0,125,0.88854684,,0,,0,2.601732285
Tyrion Davis-Price,2022,RB,LSU,211,6,1,73,4.48,0.926204548,30,0.796404054,,0,117,0.875922366,,0,,0,2.598530969
Leddie Brown,2022,RB,West Virginia,213,6,1,73,4.64,0.90274292,30,0.803952908,,0,118,0.891782426,,0,,0,2.598478254
Jelani Woods,2022,TE,Virginia,259,6,7,79,4.61,1.195654046,,0,24,1.397948681,,0,,0,,0,2.593602728
Jerome Ford,2022,RB,Cincinnati,210,5,11,71,4.46,0.900580196,31,0.796610872,,0,118,0.855133833,,0,,0,2.552324902
Chris Steele,2022,CB,USC,187,6,1,73,4.48,0.820854268,37.5,0.882272264,,0,126,0.836006108,,0,,0,2.53913264
Tyquan Thornton,2022,WR,Baylor,181,6,2,74,4.28,0.843036025,36.5,0.842577875,,0,130,0.846307298,,0,,0,2.531921198
Kennedy Brooks,2022,RB,Oklahoma,209,5,11,71,4.59,0.870906551,31,0.792817487,,0,120,0.865486543,,0,,0,2.529210581
Braylon Sanders,2022,WR,Mississippi,194,6,1,73,4.48,0.851581433,34.5,0.842074619,,0,121,0.83288377,,0,,0,2.526539822
Tykevious Chandler,2022,RB,North Carolina,204,5,11,71,4.38,0.890828317,31,0.773850562,,0,121,0.851820966,,0,,0,2.516499845
James Cook,2022,RB,Georgia,199,5,11,71,4.42,0.861130088,33,0.803585806,,0,124,0.851544894,,0,,0,2.516260788
Matt Araiza,2022,P,San Diego St.,200,6,1,73,4.68,0.840401097,32,0.80521105,,0,121,0.858643062,,0,,0,2.504255209
Tyler Goodson,2022,RB,Iowa,197,5,9,69,4.42,0.828462119,36.5,0.855096391,,0,123,0.812633772,,0,,0,2.496192283
Percy Butler,2022,S,Louisiana,194,6,1,73,4.36,0.875019454,31.5,0.768850739,,0,123,0.846650444,,0,,0,2.490520637
Zonovan Knight,2022,RB,North Carolina St.,209,5,11,71,4.58,0.872808094,31,0.792817487,,0,114,0.822212216,,0,,0,2.487837797
Danny Gray,2022,WR,SMU,186,6,1,73,4.33,0.844748669,34,0.795649169,,0,126,0.831535487,,0,,0,2.471933325
Sincere McCormick,2022,RB,Texas-San Antonio,205,5,9,69,4.6,0.828370698,33.5,0.816685135,,0,116,0.797508609,,0,,0,2.442564442
Reggie Roberson Jr.,2022,WR,SMU,192,5,11,71,,1,29,0.681340912,,0,114,0.75533371,,0,,0,2.436674622
CJ Verdell,2022,RB,Oregon,194,5,8,68,,1,29.5,0.670717365,,0,118,0.75660131,,0,,0,2.427318675
Chase Lucas,2022,CB,Arizona St.,180,5,11,71,4.48,0.768479785,39,0.859018176,,0,128,0.795088116,,0,,0,2.422586077
Chris Olave,2022,WR,Ohio St.,187,6,1,73,4.39,0.837682715,32,0.752872332,,0,124,0.82273617,,0,,0,2.413291217
Cameron Thomas,2022,DE,San Diego St.,267,6,4,76,,1,,0,24,1.386402162,,0,,0,,0,2.386402162
Ronnie Rivers,2022,RB,Fresno St.,195,5,8,68,4.6,0.776542627,36.5,0.834148322,,0,119,0.766946243,,0,,0,2.377637192
Jaylen Warren,2022,RB,Oklahoma St.,204,5,8,68,4.55,0.821310342,31.5,0.753106726,,0,119,0.802343762,,0,,0,2.376760829
Kyle Philips,2022,WR,UCLA,189,5,11,71,4.58,0.789285788,33.5,0.774768316,,0,124,0.808753693,,0,,0,2.372807797
Tyler Badie,2022,RB,Missouri,197,5,8,68,4.45,0.810951228,33.5,0.773440373,,0,121,0.787834415,,0,,0,2.372226016
Jerrion Ealy,2022,RB,Mississippi,189,5,8,68,4.52,0.765970229,34.5,0.764181824,,0,128,0.799567486,,0,,0,2.329719539
Slade Bolden,2022,WR,Alabama,193,5,11,71,4.66,0.792153507,32,0.755740207,,0,116,0.772588227,,0,,0,2.32048194
Jalyn Armour-Davis,2022,CB,Alabama,197,6,1,73,4.39,0.882478583,34.5,0.855096391,14,0.573152583,,0,,0,,0,2.310727556
Hassan Haskins,2022,RB,Michigan,228,6,2,74,,1,,0,27,1.296831236,,0,,0,,0,2.296831236
Kyren Williams,2022,RB,Notre Dame,194,5,9,69,4.65,0.775492275,32,0.7382572,,0,116,0.754715464,,0,,0,2.268464939
Teagan Quitoriano,2022,TE,Oregon St.,258,6,6,78,,1,,0,22,1.260346969,,0,,0,,0,2.260346969
Charleston Rambo,2022,WR,Miami,177,6,1,73,4.57,0.761657169,33.5,0.746015457,,0,118,0.741058636,,0,,0,2.248731262
Aaron Hansford,2022,LB,Texas A&M,239,6,2,74,,1,,0,24,1.208353471,,0,,0,,0,2.208353471
DeAngelo Malone,2022,EDGE,Western Kentucky,243,6,3,75,,1,,0,23,1.193296879,,0,,0,,0,2.193296879
Chigoziem Okonkwo,2022,TE,Maryland,238,6,3,75,4.52,1.06384754,35.5,1.092127809,,0,,0,,0,,0,2.155975349
Wan'Dale Robinson,2022,WR,Kentucky,178,5,8,68,4.44,0.734387968,34.5,0.719705634,,0,118,0.694201202,,0,,0,2.148294803
Tyree Johnson,2022,EDGE,Texas A&M,248,6,3,75,,1,,0,21,1.111950285,,0,,0,,0,2.111950285
Tariq Woolen,2022,CB,Texas-San Antonio,205,6,4,76,4.26,0.985229625,42,1.127778045,,0,,0,,0,,0,2.11300767
Grant Calcaterra,2022,TE,SMU,241,6,4,76,4.62,1.067992658,,0,20,1.04283059,,0,,0,,0,2.110823249
Haskell Garrett,2022,DT,Ohio St.,300,6,2,74,5.07,1.179572457,24,0.918271506,,0,,0,,0,,0,2.097843962
Micah McFadden,2022,LB,Indiana,240,6,1,73,,1,,0,21,1.04738543,,0,,0,,0,2.04738543
Jeremy Ruckert,2022,TE,Ohio St.,250,6,5,77,,1,,0,19,1.041207929,,0,,0,,0,2.041207929
Jake Hansen,2022,LB,Illinois,238,6,1,73,,1,,0,21,1.038657218,,0,,0,,0,2.038657218
Yusuf Corker,2022,S,Kentucky,203,6,1,73,,1,,0,23,0.970286225,,0,,0,,0,1.970286225
Kolby Harvell-Peel,2022,S,Oklahoma St.,213,6,1,73,,1,,0,21,0.929554569,,0,,0,,0,1.929554569
Darien Butler,2022,LB,Arizona St.,221,5,10,70,,1,,0,,0,,0,7.47,0.898840558,,0,1.898840558
Alex Wright,2022,DE,Alabama-Birmingham,271,6,5,77,,1,,0,15,0.891054785,,0,,0,,0,1.891054785
Connor Heyward,2022,TE,Michigan St.,233,5,11,71,4.72,0.944173657,32.5,0.926626088,,0,,0,,0,,0,1.870799744
Max Borghi,2022,RB,Washington St.,210,5,9,69,,1,,0,20,0.824995373,,0,,0,,0,1.824995373
Bubba Bolden,2022,S,Miami,209,6,2,74,4.47,0.93207335,,0,,0,116,0.871987851,,0,,0,1.8040612
Isaac Taylor-Stuart,2022,CB,USC,201,6,2,74,4.42,0.906536126,,0,,0,123,0.889216121,,0,,0,1.795752247
Qwynnterrio Cole,2022,S,Louisville,206,6,1,73,,1,,0,16,0.684956821,,0,,0,,0,1.684956821
DaMarcus Fields,2022,CB,Texas Tech,193,6,1,73,4.48,0.847191838,34.5,0.837734028,,0,,0,,0,,0,1.684925866
Delarrin Turner-Yell,2022,S,Oklahoma,197,5,10,70,4.47,0.8310676,,0,,0,122,0.817708544,,0,,0,1.648776144
Trestan Ebner,2022,RB,Baylor,206,5,11,71,4.43,0.889408859,30,0.756229676,,0,,0,,0,,0,1.645638535
Jaylen Watson,2022,CB,Washington St.,197,6,2,74,4.51,0.870765095,,0,18,0.747005127,,0,,0,,0,1.617770223
Josh Johnson,2022,WR,Tulsa,183,5,11,71,,1,,0,14,0.517834052,,0,,0,,0,1.517834052
Cade York,2022,K,LSU,206,6,1,73,,1,,0,12,0.513717616,,0,,0,,0,1.513717616
Coby Bryant,2022,CB,Cincinnati,193,6,1,73,4.54,0.83599547,,0,17,0.681839602,,0,,0,,0,1.517835073
Justyn Ross,2022,WR,Clemson,205,6,4,76,,1,,0,11,0.487880286,,0,,0,,0,1.487880286
Sam Webb,2022,CB,Missouri Western,202,6,1,73,4.48,0.886698193,,0,14,0.587699602,,0,,0,,0,1.474397796
Dare Rosenthal,2022,OT,Kentucky,290,6,7,79,4.88,1.264692302,,0,,0,,0,,0,,0,1.264692302
Noah Elliss,2022,DT,Idaho,346,6,4,76,5.66,1.251563439,,0,,0,,0,,0,,0,1.251563439
Perrion Winfrey,2022,DT,Oklahoma,290,6,4,76,4.89,1.214177943,,0,,0,,0,,0,,0,1.214177943
Christopher Allen,2022,EDGE,Alabama,241,6,4,76,,1,,0,,0,,0,,0,,0,1
Andrew Booth,2022,CB,Clemson,194,6,1,73,,1,,0,,0,,0,,0,,0,1
Gabe Brkic,2022,K,Oklahoma,197,6,2,74,,1,,0,,0,,0,,0,,0,1
Ben Brown,2022,C,Mississippi,312,6,5,77,,1,,0,,0,,0,,0,,0,1
Bryan Cook,2022,S,Cincinnati,206,6,1,73,,1,,0,,0,,0,,0,,0,1
Jashaun Corbin,2022,RB,Florida St.,202,5,11,71,,1,,0,,0,,0,,0,,0,1
Matt Corral,2022,QB,Mississippi,212,6,2,74,,1,,0,,0,,0,,0,,0,1
Kalia Davis,2022,DT,Central Florida,302,6,1,73,,1,,0,,0,,0,,0,,0,1
Nakobe Dean,2022,LB,Georgia,229,5,11,71,,1,,0,,0,,0,,0,,0,1
Cameron Dicker,2022,K,Texas,220,6,1,73,,1,,0,,0,,0,,0,,0,1
Romeo Doubs,2022,WR,Nevada,201,6,2,74,,1,,0,,0,,0,,0,,0,1
Cordale Flott,2022,CB,LSU,175,6,1,73,,1,,0,,0,,0,,0,,0,1
Jeremiah Gemmel,2022,LB,North Carolina,226,6,1,73,,1,,0,,0,,0,,0,,0,1
Trenton Gill,2022,P,North Carolina St.,220,6,4,76,,1,,0,,0,,0,,0,,0,1
Blake Hayes,2022,P,Illinois,226,6,4,76,,1,,0,,0,,0,,0,,0,1
Sam Howell,2022,QB,North Carolina,218,6,1,73,,1,,0,,0,,0,,0,,0,1
Jordan Jackson,2022,DT,Air Force,294,6,5,77,,1,,0,,0,,0,,0,,0,1
Joshua Jobe,2022,CB,Alabama,182,6,1,73,,1,,0,,0,,0,,0,,0,1
Marcus Jones,2022,CB,Houston,174,5,8,68,,1,,0,,0,,0,,0,,0,1
Cole Kelley,2022,QB,Southeastern Louisiana,249,6,7,79,,1,,0,,0,,0,,0,,0,1
Derion Kendrick,2022,CB,Georgia,194,6,1,73,,1,,0,,0,,0,,0,,0,1
D'Eriq King,2022,QB,Miami,196,5,9,69,,1,,0,,0,,0,,0,,0,1
Charlie Kolar,2022,TE,Iowa St.,252,6,7,79,,1,,0,,0,,0,,0,,0,1
Tyler Linderbaum,2022,C,Iowa,296,6,2,74,,1,,0,,0,,0,,0,,0,1
Drake London,2022,WR,USC,219,6,4,76,,1,,0,,0,,0,,0,,0,1
Marquan McCall,2022,DT,Kentucky,342,6,3,75,,1,,0,,0,,0,,0,,0,1
John Metchie,2022,WR,Alabama,187,5,11,71,,1,,0,,0,,0,,0,,0,1
James Mitchell,2022,TE,Virginia Tech,249,6,4,76,,1,,0,,0,,0,,0,,0,1
Evan Neal,2022,OT,Alabama,337,6,8,80,,1,,0,,0,,0,,0,,0,1
Esezi Otomewo,2022,DE,Minnesota,282,6,5,77,,1,,0,,0,,0,,0,,0,1
Cade Otton,2022,TE,Washington,247,6,5,77,,1,,0,,0,,0,,0,,0,1
LaBryan Ray,2022,DT,Alabama,283,6,4,76,,1,,0,,0,,0,,0,,0,1
Abram Smith,2022,RB,Baylor,213,6,1,73,,1,,0,,0,,0,,0,,0,1
Derek Stingley,2022,CB,LSU,190,6,1,73,,1,,0,,0,,0,,0,,0,1
Carson Strong,2022,QB,Nevada,226,6,3,75,,1,,0,,0,,0,,0,,0,1
Rasheed Walker,2022,OT,Penn St.,313,6,6,78,,1,,0,,0,,0,,0,,0,1
ZaQuandre White,2022,RB,South Carolina,206,6,1,73,,1,,0,,0,,0,,0,,0,1
Jameson Williams,2022,WR,Alabama,179,6,2,74,,1,,0,,0,,0,,0,,0,1
Malik Willis,2022,QB,Liberty,219,6,1,73,,1,,0,,0,,0,,0,,0,1
Jalen Wydermyer,2022,TE,Texas A&M,255,6,4,76,,1,,0,,0,,0,,0,,0,1
Jordan Stout,2022,P,Penn St.,209,6,3,75,4.65,0.908101106,,0,,0,,0,,0,,0,0.908101106
Martin Emerson,2022,CB,Mississippi St.,201,6,2,74,4.53,0.884523108,,0,,0,,0,,0,,0,0.884523108
Tariq Castro-Fields,2022,CB,Penn St.,197,6,1,73,4.38,0.884493374,,0,,0,,0,,0,,0,0.884493374
Ahmad Gardner,2022,CB,Cincinnati,190,6,3,75,4.41,0.870474158,,0,,0,,0,,0,,0,0.870474158
Kaiir Elam,2022,CB,Florida,191,6,2,74,4.39,0.867321625,,0,,0,,0,,0,,0,0.867321625
Josh Thompson,2022,CB,Texas,194,6,1,73,4.4,0.867064732,,0,,0,,0,,0,,0,0.867064732
Quentin Lake,2022,S,UCLA,201,6,1,73,4.59,0.861163948,,0,,0,,0,,0,,0,0.861163948
Cam Taylor-Britt,2022,CB,Nebraska,196,5,11,71,4.38,0.855893873,,0,,0,,0,,0,,0,0.855893873
Damarri Mathis,2022,CB,Pittsburgh,196,5,11,71,4.39,0.853944229,,0,,0,,0,,0,,0,0.853944229
Kalon Barnes,2022,CB,Baylor,183,6,1,73,4.23,0.850772004,,0,,0,,0,,0,,0,0.850772004
Montaric Brown,2022,CB,Arkansas,196,6,1,73,4.55,0.847124306,,0,,0,,0,,0,,0,0.847124306
Kyler Gordon,2022,CB,Washington,194,6,1,73,4.52,0.844045314,,0,,0,,0,,0,,0,0.844045314
Vincent Gray,2022,CB,Michigan,192,6,2,74,4.54,0.843056543,,0,,0,,0,,0,,0,0.843056543
Jake Camarda,2022,P,Georgia,193,6,1,73,4.56,0.832328823,,0,,0,,0,,0,,0,0.832328823
Trent McDuffie,2022,CB,Washington,193,5,11,71,4.44,0.831404356,,0,,0,,0,,0,,0,0.831404356
Roger McCreary,2022,CB,Auburn,190,5,11,71,4.5,0.807567893,,0,,0,,0,,0,,0,0.807567893
Cobie Durant,2022,CB,South Carolina St.,180,5,10,70,4.38,0.774954211,,0,,0,,0,,0,,0,0.774954211
Mario Goodrich,2022,CB,Clemson,176,6,1,73,4.52,0.765731831,,0,,0,,0,,0,,0,0.765731831
Jermaine Waller,2022,CB,Virginia Tech,180,6,1,73,4.68,0.756360987,,0,,0,,0,,0,,0,0.756360987
Jack Jones,2022,CB,Arizona St.,171,5,11,71,4.51,0.725199549,,0,,0,,0,,0,,0,0.725199549
Mykael Wright,2022,CB,Oregon,173,5,11,71,4.57,0.724048836,,0,,0,,0,,0,,0,0.724048836
Teven Jenkins,2021,OL,Oklahoma St.,317,6,5,77,5.01,1.312477508,32.5,1.367225786,36,2.501529448,106,1.257564565,7.72,1.465679565,4.66,1.455035775,9.359512646
Samuel Cosmi,2021,OL,Texas,314,6,5,77,4.87,1.337429875,30,1.250110837,36,2.477855668,117,1.374930272,7.35,1.382227271,4.39,1.357758908,9.180312831
Landon Young,2021,OT,Kentucky,310,6,6,78,5,1.302764454,30.5,1.27105115,34,2.340390601,108,1.26927139,7.7,1.4481674,4.89,1.512526258,9.144171252
Penei Sewell,2021,OL,Oregon,331,6,4,76,5.13,1.321003076,28,1.213965961,30,2.1484041,109,1.332731071,7.76,1.518361042,4.68,1.506000813,9.040466064
Alijah Vera-Tucker,2021,OL,USC,308,6,4,76,5.05,1.248683976,32,1.29098495,36,2.398943067,106,1.205992517,7.67,1.396469381,4.7,1.407342924,8.948416814
Tedarrell Slaton,2021,DL,Florida,330,6,4,76,5.09,1.327361931,29,1.253523333,27,1.927722108,109,1.328704693,7.91,1.543034941,4.81,1.543157933,8.923504939
Syrus Tuitele,2021,OL,Fresno St.,311,6,5,77,5.21,1.23820627,26,1.073078156,36,2.454181888,94,1.094090902,8.25,1.536656537,4.89,1.49795146,8.894165213
Forrest Merrill,2021,DL,Arkansas St.,322,6,1,73,5.27,1.201566259,26.5,1.073572796,36,2.408986489,101,1.153916928,8.24,1.506529667,4.81,1.446310621,8.79088276
Rashawn Slater,2021,OL,Northwestern,304,6,4,76,4.91,1.267608935,33,1.314038252,33,2.170472299,112,1.257707461,7.48,1.344189562,4.45,1.315179268,8.669195778
Aaron Banks,2021,OL,Notre Dame,325,6,5,77,5.32,1.267190948,31,1.33703468,24,1.709773019,100,1.216321896,7.69,1.496828939,4.89,1.565383358,8.59253284
Josh Ball,2021,OL,Marshall,308,6,7,79,5.2,1.260532572,27.5,1.153233883,28,1.939496369,106,1.253597484,7.77,1.470518767,4.7,1.462895935,8.540275009
Matt Farniok,2021,OL,Nebraska,311,6,5,77,5.2,1.240587436,33,1.361983813,28,1.908808135,105,1.222122816,7.14,1.329906384,4.8,1.470381801,8.533790386
Jack Anderson,2021,OL,Texas Tech,314,6,4,76,5.28,1.217555946,29.5,1.213311038,27,1.834256793,105,1.217886954,7.9,1.466364968,4.83,1.474443511,8.423819209
Walker Little,2021,OT,Stanford,313,6,7,79,5.3,1.256826031,29.5,1.257188318,24,1.689412885,111,1.334039984,7.44,1.430922489,4.59,1.451850444,8.420240152
Tommy Togiai,2021,DT,Ohio St.,296,6,1,73,4.97,1.171218141,32,1.191712354,40,2.460524502,105,1.102753155,7.2,1.210093178,4.49,1.241076863,8.377378194
Liam Eichenberg,2021,OL,Notre Dame,306,6,6,78,,1,26.5,1.090106164,33,2.242245188,105,1.218091092,7.53,1.39792139,4.58,1.398360908,8.346724742
Robert Hainsey,2021,OL,Notre Dame,306,6,4,76,5.2,1.204789803,27.5,1.102236034,32,2.118547124,104,1.175554578,7.58,1.37112159,4.63,1.377380014,8.349629143
Will Fries,2021,OL,Penn St.,309,6,6,78,5.37,1.209089374,31,1.287720674,24,1.646711261,115,1.347179177,7.77,1.456618582,4.53,1.396654713,8.343973781
Drew Dalman,2021,C,Stanford,299,6,3,75,5.11,1.182200557,33,1.275420179,33,2.106684613,109,1.188046361,7.33,1.278521899,4.52,1.296607871,8.327481481
Foster Sarell,2021,OL,Stanford,318,6,6,78,5.54,1.206122907,27,1.154230056,26,1.835896536,97,1.169412942,7.63,1.472034557,4.69,1.48810074,8.325797738
Creed Humphrey,2021,OL,Oklahoma,302,6,4,76,5.11,1.209982929,33,1.305393264,29,1.894836164,112,1.24943307,7.5,1.338916654,4.49,1.318270833,8.316832914
Stone Forsythe,2021,OL,Florida,307,6,8,80,5.14,1.287196504,27.5,1.164040118,25,1.747919803,103,1.229532537,7.47,1.426989276,4.65,1.460895269,8.316573507
Jaylon Moore,2021,OT,West. Michigan,311,6,4,76,5.25,1.212814235,30,1.222087011,27,1.816732047,106,1.217739197,7.77,1.428455597,4.67,1.411980273,8.30980836
Roy Lopez,2021,DL,Arizona,304,6,1,73,5.19,1.151883862,31,1.185673271,36,2.274322648,105,1.132557295,7.39,1.275594468,4.51,1.280297074,8.300328618
Milton Williams,2021,DL,Louisiana Tech,284,6,3,75,4.67,1.22869002,38.5,1.41334187,34,2.0616344,121,1.252677891,6.96,1.15308305,4.33,1.179791511,8.289218743
Kayode Awosika,2021,OL,Buffalo,307,6,3,75,5.19,1.195121031,30,1.190495576,28,1.835315794,100,1.119113353,8.15,1.459583659,4.91,1.446168502,8.245797915
Jay Tufele,2021,DL,USC,305,6,2,74,5,1.216021246,30,1.166970039,30,1.927551301,105,1.15184833,7.8,1.369297788,4.88,1.40892913,8.240617834
Chase Behrndt,2021,OL,West Virginia,324,6,3,75,5.55,1.179486294,24.5,1.02607534,25,1.729415766,101,1.192894637,8.21,1.551747933,4.93,1.532466396,8.212086367
Ta'Quon Graham,2021,DL,Texas,292,6,3,75,4.89,1.206465379,32.5,1.226688709,32,1.995019867,113,1.202809909,7.31,1.245183155,4.68,1.311075601,8.187242619
Grant Hermanns,2021,OL,Purdue,300,6,7,79,,1,27,1.102856488,29,1.956588405,107,1.232555723,7.76,1.430480073,4.81,1.458247329,8.180728018
D'Ante Smith,2021,OL,East Carolina,305,6,5,77,5.29,1.195954068,29,1.173803647,24,1.604556218,113,1.289862589,7.96,1.45403673,4.81,1.445018503,8.163231756
DAnte Smith,2021,LB,Arizona,305,6,5,77,5.29,1.195954068,29,1.173803647,24,1.604556218,113,1.289862589,7.96,1.45403673,4.81,1.445018503,8.163231756
Jovan Swann,2021,DL,Indiana,291,6,2,74,4.9,1.183881507,30.5,1.131960938,34,2.084283341,109,1.140842379,7.74,1.2963952,4.75,1.308446849,8.145810213
Kendrick Green,2021,OL,Illinois,305,6,1,73,4.89,1.226573135,35.5,1.362253538,25,1.584586092,119,1.287787187,7.79,1.349061977,4.67,1.330078726,8.140340656
Adrian Ealy,2021,OL,Oklahoma,321,6,6,78,5.42,1.244457177,24.5,1.057237628,18,1.28299591,104,1.265631902,8.82,1.717670928,4.87,1.559790833,8.127784377
Royce Newman,2021,OL,Mississippi,310,6,5,77,5.14,1.25103341,28,1.151906801,23,1.562907901,104,1.206591321,7.91,1.468590273,4.75,1.450386657,8.091416364
Harry Crider,2021,OL,Indiana,307,6,2,74,5.25,1.165709672,27,1.057160071,31,2.004864015,102,1.126275679,7.63,1.348237424,4.68,1.36004637,8.06229323
Bryce Hargrove,2021,OL,Pittsburgh,310,6,3,75,5.46,1.147122828,27,1.081916175,26,1.720875442,97,1.096147835,8.06,1.457571084,5.03,1.495990066,7.999623429
Ben Cleveland,2021,OL,Georgia,343,6,6,78,5.05,1.42717409,28,1.291081465,30,2.28487849,102,1.326365856,,0,4.88,1.670114751,7.999614651
Dillon Radunz,2021,OT,North Dakota St.,301,6,5,77,5.16,1.210004895,32,1.278244966,24,1.583512858,112,1.261681347,7.27,1.310579518,4.57,1.354912309,7.998935893
Parker Ferguson,2021,OT,Air Force,306,6,3,75,5.19,1.191228129,31,1.226171665,24,1.568003628,105,1.171241434,7.75,1.383426649,4.9,1.438522096,7.978593601
Dan Archibong,2021,DT,Temple,295,6,5,77,5.35,1.143769647,28.5,1.115743828,28,1.810605787,100,1.104046029,8.16,1.441699158,4.68,1.35986677,7.97573122
James Hudson,2021,OL,Cincinnati,313,6,4,76,5.27,1.215981374,28.5,1.168448787,22,1.489819802,98,1.133074444,8.05,1.489448719,4.79,1.457576006,7.954349131
Phil Hoskins,2021,DT,Kentucky,313,6,4,76,5.23,1.225281423,30.5,1.250445193,20,1.354381638,103,1.190884365,7.87,1.456144275,4.85,1.475833743,7.952970636
Gunnar Vogel,2021,OL,Northwestern,306,6,6,78,5.47,1.175461234,26,1.069538123,23,1.562776949,105,1.218091092,7.67,1.423911961,4.92,1.502169359,7.951948718
Josiah Bronson,2021,DL,Washington,304,6,2,74,5.08,1.192947136,30,1.163143907,27,1.729108315,101,1.10433571,7.63,1.335062466,4.72,1.358266749,7.882864284
Ryan Neuzil,2021,OL,Appalachian St.,301,6,2,74,5.09,1.178854053,29,1.113276663,30,1.90227194,102,1.104263776,7.41,1.283772795,4.53,1.290726375,7.873165602
Michael Boykin,2021,DL,Louisville,291,6,5,77,4.88,1.236925378,32,1.235778356,24,1.530904457,110,1.197983505,7.69,1.340237603,4.58,1.31276491,7.85459421
